scene,floor,question,choices,question_formatted,answer,label,source_image
00051-CETmJJqkhcK,0,Is the cabinet closer to the white refrigerator than it is to the kitchen windows?,"['Yes', 'No', 'They are equidistant', 'Cannot determine from the image']",Is the cabinet closer to the white refrigerator than it is to the kitchen windows? A) Yes B) No C) They are equidistant D) Cannot determine from the image. Answer:,A,Relationship,00051-CETmJJqkhcK_0.png
00384-ceJTwFNjqCt,0,Are books closer to the entrance than musical instruments in the store?,"['Yes', 'No', 'They are at the same distance', 'Not visible']",Are books closer to the entrance than musical instruments in the store? A) Yes B) No C) They are at the same distance D) Not visible. Answer:,B,Relationship,00384-ceJTwFNjqCt_0.png
00368-k9UfRPqLm3j,0,Is the ceiling fan in the bedroom larger than the light fixture in the kitchen?,"['Yes', 'No', 'Same size', 'Unknown']",Is the ceiling fan in the bedroom larger than the light fixture in the kitchen? A) Yes B) No C) Same size D) Unknown. Answer:,A,Comparison,00368-k9UfRPqLm3j_1.png
00418-t6tH2pNA9X5,0,Are the television and the windows in the same room?,"['Yes', 'No', 'Only the television is in the room', 'Only the windows are in the room']",Are the television and the windows in the same room? A) Yes B) No C) Only the television is in the room D) Only the windows are in the room. Answer:,B,Relationship,00418-t6tH2pNA9X5_0.png
00070-w7QyjJ3H9Bp,0,Are the black shelves in the living room higher or lower than the white cabinets in the kitchen?,"['Higher', 'Lower', 'Same height', 'Cannot be determined']",Are the black shelves in the living room higher or lower than the white cabinets in the kitchen? A) Higher B) Lower C) Same height D) Cannot be determined. Answer:,A,Comparison,00070-w7QyjJ3H9Bp_1.png
00805-SUHsP6z2gcJ,0,Is the bed closer to the ceiling fan than the door in the bedroom?,"['Yes', 'No', 'Equally distant', 'Cannot tell']",Is the bed closer to the ceiling fan than the door in the bedroom? A) Yes B) No C) Equally distant D) Cannot tell. Answer:,A,Relationship,00805-SUHsP6z2gcJ_0.png
00780-3iZkJUc7KhX,0,Does the countertop and sink in the kitchen share the same material?,"['Yes', 'No', 'Only partially', 'Material is not clear']",Does the countertop and sink in the kitchen share the same material? A) Yes B) No C) Only partially D) Material is not clear. Answer:,B,Attribute,00780-3iZkJUc7KhX_1.png
00625-VWczCD1Hbus,0,Is the bed closer to the dresser in the second room than in the first room?,"['Yes', 'No', 'They are the same distance', 'Cannot determine']",Is the bed closer to the dresser in the second room than in the first room? A) Yes B) No C) They are the same distance D) Cannot determine. Answer:,A,Comparison,00625-VWczCD1Hbus_0.png
00424-Hsk3jDzNySy,0,Does the door share the same color as the window in the house?,"['Yes', 'No', 'Only partially', 'Cannot determine']",Does the door share the same color as the window in the house? A) Yes B) No C) Only partially D) Cannot determine. Answer:,B,Comparison,00424-Hsk3jDzNySy_0.png
00142-DwDDvGo9QdA,0,Is the dining table closer to the kitchen counter than the outdoor table is?,"['Yes', 'No', 'They are equidistant', 'Only the dining table is closer']",Is the dining table closer to the kitchen counter than the outdoor table is? A) Yes B) No C) They are equidistant D) Only the dining table is closer. Answer:,A,Relationship,00142-DwDDvGo9QdA_1.png
00819-6D36GQHuP8H,0,Is the staircase closer to the entryway door than the table in the dining area?,"['Yes', 'No', 'They are equidistant', 'The table is closer']",Is the staircase closer to the entryway door than the table in the dining area? A) Yes B) No C) They are equidistant D) The table is closer. Answer:,A,Relationship,00819-6D36GQHuP8H_0.png
00238-j6fHrce9pHR,0,Is the ceiling fan larger than the wall lamp in the house?,"['Yes', 'No', 'They are the same size', 'Cannot determine']",Is the ceiling fan larger than the wall lamp in the house? A) Yes B) No C) They are the same size D) Cannot determine. Answer:,A,Comparison,00238-j6fHrce9pHR_0.png
00841-SByzJLxpRGn,0,Does the ceiling fan in the bedroom have more blades than the chandelier in the hallway has bulbs?,"['Yes', 'No', 'They have the same number', 'Cannot determine']",Does the ceiling fan in the bedroom have more blades than the chandelier in the hallway has bulbs? A) Yes B) No C) They have the same number D) Cannot determine. Answer:,A,Comparison,00841-SByzJLxpRGn_1.png
00413-YM4nG4pSAEJ,0,Is the bed located directly below the air conditioner in the room?,"['Yes', 'No', 'Both are in different rooms', 'Not sure']",Is the bed located directly below the air conditioner in the room? A) Yes B) No C) Both are in different rooms D) Not sure. Answer:,A,Relationship,00413-YM4nG4pSAEJ_1.png
00674-y3dZtLZCUvN,0,Is the window closer to the door inside the house or outside the house?,"['Inside the house', 'Outside the house', 'Both are equidistant', 'Unable to determine']",Is the window closer to the door inside the house or outside the house? A) Inside the house B) Outside the house C) Both are equidistant D) Unable to determine. Answer:,A,Relationship,00674-y3dZtLZCUvN_1.png
00201-k7vRbGpz44m,0,Is the bed closer to the wardrobe than the radiator in the bedroom?,"['Yes', 'No', 'They are equidistant', 'Cannot determine']",Is the bed closer to the wardrobe than the radiator in the bedroom? A) Yes B) No C) They are equidistant D) Cannot determine. Answer:,A,Relationship,00201-k7vRbGpz44m_0.png
00370-RcuYAHzrjK7,0,Does the couch in the living room match the color of the armchair in the dining area?,"['Yes', 'No', 'Only slightly', 'They are identical']",Does the couch in the living room match the color of the armchair in the dining area? A) Yes B) No C) Only slightly D) They are identical. Answer:,A,Attribute,00370-RcuYAHzrjK7_1.png
00207-FRQ75PjD278,0,Is the mirror taller than the window in the room?,"['Yes', 'No', 'They are the same height', 'The mirror is shorter']",Is the mirror taller than the window in the room? A) Yes B) No C) They are the same height D) The mirror is shorter. Answer:,A,Comparison,00207-FRQ75PjD278_1.png
00612-GsQBY83r3hb,0,Does the TV share the same wall area as the mirror?,"['Yes', 'No', 'Partially', 'TV is not wall-mounted']",Does the TV share the same wall area as the mirror? A) Yes B) No C) Partially D) TV is not wall-mounted. Answer:,D,Relationship,00612-GsQBY83r3hb_0.png
00894-HY1NcmCgn3n,0,Is the bench longer than the chair in the hallway?,"['Yes', 'No', 'They are the same length', 'Cannot determine']",Is the bench longer than the chair in the hallway? A) Yes B) No C) They are the same length D) Cannot determine. Answer:,A,Comparison,00894-HY1NcmCgn3n_1.png
00808-y9hTuugGdiq,0,Is the stove vertically aligned with the oven in the kitchen?,"['Yes', 'No', 'Partially', 'They are side by side']",Is the stove vertically aligned with the oven in the kitchen? A) Yes B) No C) Partially D) They are side by side. Answer:,A,Relationship,00808-y9hTuugGdiq_0.png
00322-7Xp37y8DpSv,0,Is the dining table closer to the window than the kitchen counter?,"['Yes', 'No', 'Same distance', 'Cannot determine']",Is the dining table closer to the window than the kitchen counter? A) Yes B) No C) Same distance D) Cannot determine. Answer:,A,Relationship,00322-7Xp37y8DpSv_0.png
00005-yPKGKBCyYx8,0,Is the couch larger than the table in the living room?,"['Yes', 'No', 'Same size', 'Not visible']",Is the couch larger than the table in the living room? A) Yes B) No C) Same size D) Not visible. Answer:,A,Comparison,00005-yPKGKBCyYx8_0.png
00116-xp4FyfQ6Wr5,0,Is the bed bigger than the shelf in the room?,"['Yes', 'No', 'They are the same size', 'Unclear']",Is the bed bigger than the shelf in the room? A) Yes B) No C) They are the same size D) Unclear. Answer:,A,Comparison,00116-xp4FyfQ6Wr5_1.png
00839-zt1RVoi7PcG,0,Is the bed in the bedroom larger than the lamp?,"['Yes', 'No', 'They are the same size', 'Cannot determine']",Is the bed in the bedroom larger than the lamp? A) Yes B) No C) They are the same size D) Cannot determine. Answer:,A,Comparison,00839-zt1RVoi7PcG_1.png
00465-nvjM2xMma91,0,Is the bookshelf closer to the sofa than the exercise bench in the living area?,"['Yes', 'No', 'They are equally distant', 'Not visible']",Is the bookshelf closer to the sofa than the exercise bench in the living area? A) Yes B) No C) They are equally distant D) Not visible. Answer:,A,Relationship,00465-nvjM2xMma91_1.png
00022-gmuS7Wgsbrx,0,Does the table have a similar material as the bench?,"['Yes, they are both made of wood', 'No, they are made of different materials', 'Yes, they both have a similar metal finish', 'No, one is wood, and the other is metal']","Does the table have a similar material as the bench? A) Yes, they are both made of wood B) No, they are made of different materials C) Yes, they both have a similar metal finish D) No, one is wood, and the other is metal. Answer:",A,Attribute,00022-gmuS7Wgsbrx_0.png
00619-R9fYpvCUkV7,0,Is the punching bag closer to the wall than the weights in the gym?,"['Yes', 'No', 'They are at the same distance', 'Cannot determine']",Is the punching bag closer to the wall than the weights in the gym? A) Yes B) No C) They are at the same distance D) Cannot determine. Answer:,A,Attribute,00619-R9fYpvCUkV7_0.png
00004-VqCaAuuoeWk,0,Is the door in the bedroom closer to the ceiling than the blades of the ceiling fan?,"['Yes', 'No', 'They are equal', 'Cannot be determined']",Is the door in the bedroom closer to the ceiling than the blades of the ceiling fan? A) Yes B) No C) They are equal D) Cannot be determined. Answer:,B,Comparison,00004-VqCaAuuoeWk_1.png
00021-yQESfVcg18k,0,Is the mirror closer to the door than the shower in the bathroom?,"['Yes', 'No', 'Same distance', 'Cannot determine']",Is the mirror closer to the door than the shower in the bathroom? A) Yes B) No C) Same distance D) Cannot determine. Answer:,A,Relationship,00021-yQESfVcg18k_1.png
00647-qpcpnP8TosR,0,Is the mirror taller than the chair?,"['Yes', 'No', 'Same height', 'Mirror is shorter']",Is the mirror taller than the chair? A) Yes B) No C) Same height D) Mirror is shorter. Answer:,A,Comparison,00647-qpcpnP8TosR_1.png
00272-kA2nG18hCAr,0,Is the closed door in the living room wider than the closed door leading to the storage room?,"['Yes', 'No', 'They are the same width', 'Unable to determine']",Is the closed door in the living room wider than the closed door leading to the storage room? A) Yes B) No C) They are the same width D) Unable to determine. Answer:,D,Comparison,00272-kA2nG18hCAr_1.png
00293-pEeGyoYCEa1,0,Is the bed larger than the dining table in the house?,"['Yes', 'No', 'They are the same size', 'Cannot be determined']",Is the bed larger than the dining table in the house? A) Yes B) No C) They are the same size D) Cannot be determined. Answer:,B,Comparison,00293-pEeGyoYCEa1_0.png
00460-LViDMxZp4ZN,0,Is the washing machine closer to the window than the oven in the kitchen?,"['Yes', 'No', 'They are equally distant', 'Cannot determine']",Is the washing machine closer to the window than the oven in the kitchen? A) Yes B) No C) They are equally distant D) Cannot determine. Answer:,A,Relationship,00460-LViDMxZp4ZN_1.png
00575-pMntW4YkvvB,0,Is the table in the first room smaller than the table in the second room?,"['Yes', 'No', 'They are the same size', 'Cannot determine']",Is the table in the first room smaller than the table in the second room? A) Yes B) No C) They are the same size D) Cannot determine. Answer:,A,Comparison,00575-pMntW4YkvvB_0.png
00061-duthTPisf28,0,Are the bed and photos located in the same room?,"['Yes', 'No', 'Only the bed is visible', 'Only the photos are visible']",Are the bed and photos located in the same room? A) Yes B) No C) Only the bed is visible D) Only the photos are visible. Answer:,B,Relationship,00061-duthTPisf28_1.png
00639-AwL2QGztLwV,0,Is the sink closer to the window than the ovens in the kitchen?,"['Yes', 'No', 'They are equidistant', 'Cannot determine']",Is the sink closer to the window than the ovens in the kitchen? A) Yes B) No C) They are equidistant D) Cannot determine. Answer:,A,Comparison,00639-AwL2QGztLwV_1.png
00063-KsD3yx9nZCv,0,Are the guitar painting and children's art supplies in different rooms?,"['Yes', 'No', 'Not sure', 'They are in the same location but placed apart']",Are the guitar painting and children's art supplies in different rooms? A) Yes B) No C) Not sure D) They are in the same location but placed apart. Answer:,A,Relationship,00063-KsD3yx9nZCv_1.png
00511-8uSpPmctPXC,0,Does the ceiling light illuminate the same area as the curtain is covering?,"['Yes', 'No', 'Partially', 'Only at night']",Does the ceiling light illuminate the same area as the curtain is covering? A) Yes B) No C) Partially D) Only at night. Answer:,A,Relationship,00511-8uSpPmctPXC_1.png
00719-CKbwkKufMWM,0,Is the rug in the dining room bigger than the table?,"['Yes', 'No', 'They are the same size', 'It cannot be determined']",Is the rug in the dining room bigger than the table? A) Yes B) No C) They are the same size D) It cannot be determined. Answer:,A,Comparison,00719-CKbwkKufMWM_1.png
00822-nrA1tAA17Yp,0,Is the mirror closer to the window than the painting in the house?,"['Yes', 'No', 'Same distance', 'Cannot determine']",Is the mirror closer to the window than the painting in the house? A) Yes B) No C) Same distance D) Cannot determine. Answer:,A,Relationship,00822-nrA1tAA17Yp_1.png
00696-DsEJeNPcZtE,0,Is the mirror in the living room larger than the vase in the dining area?,"['Yes', 'No', 'They are the same size', 'Cannot determine']",Is the mirror in the living room larger than the vase in the dining area? A) Yes B) No C) They are the same size D) Cannot determine. Answer:,A,Comparison,00696-DsEJeNPcZtE_0.png
00536-QFjJExB2jgE,0,Is the sofa farther from the kitchen than the dining table in the house?,"['Yes', 'No', 'They are equidistant', 'Cannot determine']",Is the sofa farther from the kitchen than the dining table in the house? A) Yes B) No C) They are equidistant D) Cannot determine. Answer:,B,Comparison,00536-QFjJExB2jgE_1.png
00522-XYQdAu1qsK9,0,Is the bathtub larger than the bed in terms of surface area?,"['Yes', 'No', 'They are the same size', 'Cannot determine from images']",Is the bathtub larger than the bed in terms of surface area? A) Yes B) No C) They are the same size D) Cannot determine from images. Answer:,D,Comparison,00522-XYQdAu1qsK9_0.png
00164-XfUxBGTFQQb,0,Is the clock higher on the wall than the top of the television in the room?,"['Yes', 'No', 'They are at the same height', 'The height cannot be determined']",Is the clock higher on the wall than the top of the television in the room? A) Yes B) No C) They are at the same height D) The height cannot be determined. Answer:,A,Attribute,00164-XfUxBGTFQQb_0.png
00706-YHmAkqgwe2p,0,Are the paintings closer to the furniture or the refrigerator in the house?,"['Furniture', 'Refrigerator', 'Equally close', 'None of the above']",Are the paintings closer to the furniture or the refrigerator in the house? A) Furniture B) Refrigerator C) Equally close D) None of the above. Answer:,A,Relationship,00706-YHmAkqgwe2p_0.png
005211SedVoP7zLu,0,Is the bed smaller than the dresser in the room?,"['Yes', 'No', 'They are the same size', 'The bed is larger']",Is the bed smaller than the dresser in the room? A) Yes B) No C) They are the same size D) The bed is larger. Answer:,A,Comparison,005211SedVoP7zLu_0.png
00160-7dmR22gwQpH,0,Is the crib closer to the dresser than the changing table is?,"['Yes', 'No', 'Same distance', 'Cannot determine']",Is the crib closer to the dresser than the changing table is? A) Yes B) No C) Same distance D) Cannot determine. Answer:,A,Comparison,00160-7dmR22gwQpH_0.png
00619-R9fYpvCUkV7,0,Is the punching bag closer to the viewer than the boxing ring in the room?,"['Yes', 'No', 'They are the same distance', 'Impossible to determine']",Is the punching bag closer to the viewer than the boxing ring in the room? A) Yes B) No C) They are the same distance D) Impossible to determine. Answer:,A,Comparison,00619-R9fYpvCUkV7_1.png
00727-WEDXu8bWRkq,0,Is the light fixture brighter than the sink?,"['Yes', 'No', 'They are equally bright', 'Cannot determine']",Is the light fixture brighter than the sink? A) Yes B) No C) They are equally bright D) Cannot determine. Answer:,D,Attribute,00727-WEDXu8bWRkq_0.png
00876-mv2HUxq3B53,0,Are the vases in the hallway more numerous than the mirrors in the bathroom?,"['Yes', 'No', 'Same number', 'Impossible to determine']",Are the vases in the hallway more numerous than the mirrors in the bathroom? A) Yes B) No C) Same number D) Impossible to determine. Answer:,A,Comparison,00876-mv2HUxq3B53_0.png
00323-yHLr6bvWsVm,0,Is the bed closer to the lamp in the purple room than in the green room?,"['Yes', 'No', 'The distance is the same', 'Cannot determine']",Is the bed closer to the lamp in the purple room than in the green room? A) Yes B) No C) The distance is the same D) Cannot determine. Answer:,A,Comparison,00323-yHLr6bvWsVm_1.png
00726-sNikFfBW8zM,0,Is the counter longer than the table in the kitchen?,"['Yes', 'No', 'They are the same length', 'The length cannot be determined']",Is the counter longer than the table in the kitchen? A) Yes B) No C) They are the same length D) The length cannot be determined. Answer:,A,Comparison,00726-sNikFfBW8zM_1.png
00078-nJTPfwbAj4S,0,Are the chairs in the kitchen the same color as the dining table?,"['Yes', 'No', 'Some are', 'Not visible']",Are the chairs in the kitchen the same color as the dining table? A) Yes B) No C) Some are D) Not visible. Answer:,A,Attribute,00078-nJTPfwbAj4S_1.png
00046-UQ5EhY5wve1,0,Does the mirror have the same shape as the painting?,"['Yes', 'No', 'Only the edges', 'Only the center']",Does the mirror have the same shape as the painting? A) Yes B) No C) Only the edges D) Only the center. Answer:,B,Comparison,00046-UQ5EhY5wve1_1.png
00015-LPwS1aEGXBb,0,Does the fireplace share the same wall with the television in the room?,"['Yes', 'No', 'Only one is wall-mounted', 'They are on opposite walls']",Does the fireplace share the same wall with the television in the room? A) Yes B) No C) Only one is wall-mounted D) They are on opposite walls. Answer:,A,Relationship,00015-LPwS1aEGXBb_1.png
000571UnKg1rAb8A,0,Is the clock positioned higher on the wall than the television in the living room?,"['Yes', 'No', 'They are at the same height', 'Unable to determine']",Is the clock positioned higher on the wall than the television in the living room? A) Yes B) No C) They are at the same height D) Unable to determine. Answer:,A,Attribute,000571UnKg1rAb8A_0.png
00308-gmLDom6XSo7,0,Is the window closer to the ceiling than the door in the house?,"['Yes', 'No', 'They are at the same height', 'Cannot determine']",Is the window closer to the ceiling than the door in the house? A) Yes B) No C) They are at the same height D) Cannot determine. Answer:,A,Comparison,00308-gmLDom6XSo7_0.png
00429-UZ5rYGiwQgW,0,Are the server racks visible through the glass wall in the room?,"['Yes', 'No', 'Partially', 'Cannot determine']",Are the server racks visible through the glass wall in the room? A) Yes B) No C) Partially D) Cannot determine. Answer:,A,Relationship,00429-UZ5rYGiwQgW_0.png
00348-37c5w29pYm3,0,Does the fireplace share the same color as the kitchen oven?,"['Yes', 'No', ""Can't tell"", 'Both are multicolored']",Does the fireplace share the same color as the kitchen oven? A) Yes B) No C) Can't tell D) Both are multicolored. Answer:,B,Comparison,00348-37c5w29pYm3_1.png
00830-5jp3fCRSRjc,0,Is the sofa the same color as the kitchen table in the house?,"['Yes', 'No', 'Only the sofa is colored', 'Only the kitchen table is colored']",Is the sofa the same color as the kitchen table in the house? A) Yes B) No C) Only the sofa is colored D) Only the kitchen table is colored. Answer:,B,Comparison,00830-5jp3fCRSRjc_1.png
00775-3z5dc2yzyCb,0,Are the shelves longer than the cabinets in the room?,"['Yes', 'No', 'They are the same length', 'Cannot determine']",Are the shelves longer than the cabinets in the room? A) Yes B) No C) They are the same length D) Cannot determine. Answer:,A,Comparison,00775-3z5dc2yzyCb_1.png
00746-RTV2n6fXB2w,0,Is the bed bigger than the chair in the bedroom?,"['Yes', 'No', 'They are the same size', 'Cannot determine']",Is the bed bigger than the chair in the bedroom? A) Yes B) No C) They are the same size D) Cannot determine. Answer:,A,Comparison,00746-RTV2n6fXB2w_1.png
00367-RHdkyzXFp1k,0,Does the painting in the room with chairs have a similar color palette to the chairs?,"['Yes', 'No', 'Partially', 'Cannot determine']",Does the painting in the room with chairs have a similar color palette to the chairs? A) Yes B) No C) Partially D) Cannot determine. Answer:,A,Relationship,00367-RHdkyzXFp1k_1.png
00520-LpFSk2s7me6,0,Is the radiator under the window in any of the rooms?,"['Yes, in the bedroom', 'Yes, in the hallway', 'No, not in any room', 'Yes, in every room']","Is the radiator under the window in any of the rooms? A) Yes, in the bedroom B) Yes, in the hallway C) No, not in any room D) Yes, in every room. Answer:",A,Relationship,00520-LpFSk2s7me6_1.png
00403-t3t9ofFLcFU,0,Are the paint cans closer to the floor than the paint brushes in the store?,"['Yes', 'No', 'Equally close', 'Cannot determine']",Are the paint cans closer to the floor than the paint brushes in the store? A) Yes B) No C) Equally close D) Cannot determine. Answer:,A,Relationship,00403-t3t9ofFLcFU_0.png
00280-FgswoxWb3uN,0,Does the bed appear closer to the dresser than to the fireplace in the bedroom? ,"['Yes', 'No', 'They are equidistant', 'Cannot determine']",Does the bed appear closer to the dresser than to the fireplace in the bedroom?  A) Yes B) No C) They are equidistant D) Cannot determine. Answer:,A,Relationship,00280-FgswoxWb3uN_1.png
00231-4h4JxvG3cip,0,Is the TV closer to the floor than the Bed in the house?,"['Yes', 'No', 'Same distance', 'Cannot determine']",Is the TV closer to the floor than the Bed in the house? A) Yes B) No C) Same distance D) Cannot determine. Answer:,A,Comparison,00231-4h4JxvG3cip_1.png
00080-gPf8XzHACGn,0,Are the books more numerous than the magazines in these images?,"['Yes', 'No', 'The same number', 'Cannot be determined']",Are the books more numerous than the magazines in these images? A) Yes B) No C) The same number D) Cannot be determined. Answer:,A,Comparison,00080-gPf8XzHACGn_1.png
00331-gGMMut83nsX,0,Is the bed larger than the dresser in the bedroom?,"['Yes', 'No', 'They are the same size', 'Cannot be determined']",Is the bed larger than the dresser in the bedroom? A) Yes B) No C) They are the same size D) Cannot be determined. Answer:,A,Comparison,00331-gGMMut83nsX_0.png
00282-8nSVqHLMRwQ,0,Does the microwave appear closer than the chalkboard in the kitchen?,"['Yes', 'No', 'They are at the same distance', 'Cannot determine']",Does the microwave appear closer than the chalkboard in the kitchen? A) Yes B) No C) They are at the same distance D) Cannot determine. Answer:,B,Relationship,00282-8nSVqHLMRwQ_0.png
00562-kCHmLFfMDuE,0,Is the radiator in the house located closer to the stairs than the boiler?,"['Yes', 'No', 'Both are equidistant', 'Cannot determine']",Is the radiator in the house located closer to the stairs than the boiler? A) Yes B) No C) Both are equidistant D) Cannot determine. Answer:,B,Relationship,00562-kCHmLFfMDuE_0.png
00626-XiJhRLvpKpX,0,Are the tables and chairs covered with the same fabric in the restaurant?,"['Yes', 'No', 'Some are', 'Cannot determine']",Are the tables and chairs covered with the same fabric in the restaurant? A) Yes B) No C) Some are D) Cannot determine. Answer:,A,Attribute,00626-XiJhRLvpKpX_0.png
00255-NGyoyh91xXJ,0,Is the dining table closer to the chandelier than the refrigerator in the kitchen?,"['Yes', 'No', 'Equidistant', 'Cannot determine']",Is the dining table closer to the chandelier than the refrigerator in the kitchen? A) Yes B) No C) Equidistant D) Cannot determine. Answer:,A,Relationship,00255-NGyoyh91xXJ_1.png
00129-nd6Vw5SHCoy,0,Is the bed larger than the dining table?,"['Yes', 'No', 'They are the same size', 'Cannot determine']",Is the bed larger than the dining table? A) Yes B) No C) They are the same size D) Cannot determine. Answer:,D,Comparison,00129-nd6Vw5SHCoy_0.png
00777-N17ddiDvJr9,0,Does the room with the floor have a ceiling fan?,"['Yes', 'No', 'Only in the corner', 'Hidden by furniture']",Does the room with the floor have a ceiling fan? A) Yes B) No C) Only in the corner D) Hidden by furniture. Answer:,A,Relationship,00777-N17ddiDvJr9_0.png
00171-mWqBmEyXcXN,0,Is the bookshelf in the same room as the chair?,"['Yes', 'No', 'There are no chairs', 'There are no bookshelves']",Is the bookshelf in the same room as the chair? A) Yes B) No C) There are no chairs D) There are no bookshelves. Answer:,A,Relationship,00171-mWqBmEyXcXN_1.png
00124-GZRLndzSrdn,0,Is the sofa in the living room larger than the bed in the bedroom?,"['Yes', 'No', 'They are the same size', 'Cannot determine']",Is the sofa in the living room larger than the bed in the bedroom? A) Yes B) No C) They are the same size D) Cannot determine. Answer:,D,Comparison,00124-GZRLndzSrdn_0.png
00001-UVdNNRcVyV1,0,Is the sofa facing the television in the living room?,"['Yes', 'No', 'Partially', 'Not visible']",Is the sofa facing the television in the living room? A) Yes B) No C) Partially D) Not visible. Answer:,A,Relationship,00001-UVdNNRcVyV1_0.png
00889-HMkoS756sz6,0,Is the sofa closer to the dining table than the lamp in the living room?,"['Yes', 'No', 'They are equally distant', 'Cannot be determined']",Is the sofa closer to the dining table than the lamp in the living room? A) Yes B) No C) They are equally distant D) Cannot be determined. Answer:,A,Relationship,00889-HMkoS756sz6_0.png
00310-WnvnMQh4eEa,0,Are the plants on the dining table or the plants on the wooden stand taller?,"['Plants on the dining table', 'Plants on the wooden stand', 'They are the same height', 'Cannot determine']",Are the plants on the dining table or the plants on the wooden stand taller? A) Plants on the dining table B) Plants on the wooden stand C) They are the same height D) Cannot determine. Answer:,A,Comparison,00310-WnvnMQh4eEa_1.png
00100-y3K5dmhuukt,0,Does the painting have a similar color tone to the wooden door in the room?,"['Yes, they both have warm tones', 'No, the painting has cool tones while the door has warm tones', 'No, the painting is much darker', 'Yes, they both have cool tones']","Does the painting have a similar color tone to the wooden door in the room? A) Yes, they both have warm tones B) No, the painting has cool tones while the door has warm tones C) No, the painting is much darker D) Yes, they both have cool tones. Answer:",A,Attribute,00100-y3K5dmhuukt_0.png
00502-nMeXfQU4PMS,0,Does the lamp have the same color as the ceiling fan in the living room?,"['Yes', 'No', 'Partially', 'Not visible']",Does the lamp have the same color as the ceiling fan in the living room? A) Yes B) No C) Partially D) Not visible. Answer:,B,Comparison,00502-nMeXfQU4PMS_0.png
00176-wcJYziD5pmF,0,Is the color of the sofa similar to the color of the lamp in the living room?,"['Yes', 'No', 'Partially', 'Unclear']",Is the color of the sofa similar to the color of the lamp in the living room? A) Yes B) No C) Partially D) Unclear. Answer:,A,Comparison,00176-wcJYziD5pmF_1.png
00870-AYpsNQsWncn,0,Is the ceiling in the room covered with more dust than the floor?,"['Yes', 'No', 'They have the same amount', 'Not enough information to determine']",Is the ceiling in the room covered with more dust than the floor? A) Yes B) No C) They have the same amount D) Not enough information to determine. Answer:,A,Attribute,00870-AYpsNQsWncn_0.png
00217-qz3829g1Lzf,0,Is the painting closer to the thermostat or the bedroom in the hallway?,"['Thermostat', 'Bedroom', 'Equidistant', 'Not in hallway']",Is the painting closer to the thermostat or the bedroom in the hallway? A) Thermostat B) Bedroom C) Equidistant D) Not in hallway. Answer:,A,Relationship,00217-qz3829g1Lzf_1.png
00701-tpxKD3awofe,0,Is the color of the red sofa more vibrant than the wooden door in the living room?,"['Yes', 'No', 'They are similar', 'Cannot determine']",Is the color of the red sofa more vibrant than the wooden door in the living room? A) Yes B) No C) They are similar D) Cannot determine. Answer:,A,Comparison,00701-tpxKD3awofe_0.png
00631-v3tsKAPVLJS,0,Do the curtains have the same color pattern as the washing machine in the laundry room?,"['Yes', 'No', 'Partially', 'Cannot determine']",Do the curtains have the same color pattern as the washing machine in the laundry room? A) Yes B) No C) Partially D) Cannot determine. Answer:,B,Comparison,00631-v3tsKAPVLJS_0.png
006631Rg1SS1dRpG,0,Is the ceiling fan located directly above the bed in the bedroom?,"['Yes', 'No', 'Partially', 'Not visible']",Is the ceiling fan located directly above the bed in the bedroom? A) Yes B) No C) Partially D) Not visible. Answer:,A,Relationship,006631Rg1SS1dRpG_0.png
00833-dHwjuKfkRUR,0,Are both the door from the first scene and the door from the second scene open?,"['Yes, both are open', 'No, neither is open', 'Only the first door is open', 'Only the second door is open']","Are both the door from the first scene and the door from the second scene open? A) Yes, both are open B) No, neither is open C) Only the first door is open D) Only the second door is open. Answer:",D,Comparison,00833-dHwjuKfkRUR_1.png
00295-LQy8D2nmZ4x,0,Do the curtains cover any part of the glass doors in the living room?,"['Yes, partially', 'Yes, fully', 'No', 'Not visible']","Do the curtains cover any part of the glass doors in the living room? A) Yes, partially B) Yes, fully C) No D) Not visible. Answer:",A,Relationship,00295-LQy8D2nmZ4x_0.png
00540-6nvpJEZ8ox5,0,Is the lamp closer to the mirror in the bathroom than the chair is to the table in the dining area?,"['Yes', 'No', 'They are equidistant', 'Cannot be determined']",Is the lamp closer to the mirror in the bathroom than the chair is to the table in the dining area? A) Yes B) No C) They are equidistant D) Cannot be determined. Answer:,A,Comparison,00540-6nvpJEZ8ox5_1.png
00604-W4r5JssudHR,0,Does the sofa share the same color as the armchair?,"['Yes', 'No', 'Only partially', 'Not visible']",Does the sofa share the same color as the armchair? A) Yes B) No C) Only partially D) Not visible. Answer:,B,Attribute,00604-W4r5JssudHR_0.png
00606-W16Bm4ysK8v,0,Is the washing machine closer to the garage entrance than the dryer?,"['Yes', 'No', 'They are equidistant', 'The entrance is not visible']",Is the washing machine closer to the garage entrance than the dryer? A) Yes B) No C) They are equidistant D) The entrance is not visible. Answer:,A,Relationship,00606-W16Bm4ysK8v_1.png
00244-E64sjs3Dyfd,0,Is the bench made of the same material as the chair in the room?,"['Yes, both are wooden', 'No, the bench is wooden, and the chair is metal', 'No, the bench is metal, and the chair is wooden', 'Yes, both are metal']","Is the bench made of the same material as the chair in the room? A) Yes, both are wooden B) No, the bench is wooden, and the chair is metal C) No, the bench is metal, and the chair is wooden D) Yes, both are metal. Answer:",A,Attribute,00244-E64sjs3Dyfd_0.png
