scene,floor,question,choices,question_formatted,answer,label,source_image
00327-xgLmjqzoAzF,1,How many pillows and blankets are in the bedroom?,"['1 and 2', '2 and 1', '3 and 3', '4 and 0']",How many pillows and blankets are in the bedroom? A) 1 and 2 B) 2 and 1 C) 3 and 3 D) 4 and 0. Answer:,A,Counting,
00410-v7DzfFFEpsD,1,How many boxes are in the living room?,"['5', '10', '15', '20']",How many boxes are in the living room? A) 5 B) 10 C) 15 D) 20. Answer:,C,Counting,
00064-gQgtJ9Stk5s,1,How many books are in the study?,"['10', '12', '15', '20']",How many books are in the study? A) 10 B) 12 C) 15 D) 20. Answer:,C,Counting,
00272-kA2nG18hCAr,1,How many books are in the study?,"['5', '3', '7', '2']",How many books are in the study? A) 5 B) 3 C) 7 D) 2. Answer:,A,Counting,
00203-VoVGtfYrpuQ,1,How many pillows are in the living room?,"['5', '12', '8', '15']",How many pillows are in the living room? A) 5 B) 12 C) 8 D) 15. Answer:,B,Counting,
00410-v7DzfFFEpsD,1,How many kitchen cabinets are in the kitchen area and the dining area?,"['4', '2', '5', '3']",How many kitchen cabinets are in the kitchen area and the dining area? A) 4 B) 2 C) 5 D) 3. Answer:,A,Counting,
00109-GTV2Y73Sn5t,1,How many books are in the study?,"['1', '2', '3', '4']",How many books are in the study? A) 1 B) 2 C) 3 D) 4. Answer:,A,Counting,
00136-z8SrvZ4eyqV,1,How many doors are in the living room?,"['5', '6', '4', '3']",How many doors are in the living room? A) 5 B) 6 C) 4 D) 3. Answer:,A,Counting,
00043-Jfyvj3xn2aJ,1,How many boxes and bags are in the garage?,"['5', '4', '6', '7']",How many boxes and bags are in the garage? A) 5 B) 4 C) 6 D) 7. Answer:,A,Counting,
00397-ZNanfzgCdm3,2,How many chairs and pillows are in the bed room?,"['2', '3', '4', '5']",How many chairs and pillows are in the bed room? A) 2 B) 3 C) 4 D) 5. Answer:,B,Counting,
00176-wcJYziD5pmF,1,How many chairs and sofas are in the living room?,"['10 chairs and 4 sofas', '8 chairs and 5 sofas', '6 chairs and 6 sofas', '5 chairs and 3 sofas']",How many chairs and sofas are in the living room? A) 10 chairs and 4 sofas B) 8 chairs and 5 sofas C) 6 chairs and 6 sofas D) 5 chairs and 3 sofas. Answer:,A,Counting,
00474-v46TaF2rxHK,1,How many sofas are in the living room?,"['3', '4', '5', '2']",How many sofas are in the living room? A) 3 B) 4 C) 5 D) 2. Answer:,B,Counting,
00251-wsAYBFtQaL7,1,How many windows and doors are in the living room?,"['6', '4', '5', '3']",How many windows and doors are in the living room? A) 6 B) 4 C) 5 D) 3. Answer:,A,Counting,
00069-Y8Y6ukxGMvn,1,How many chairs and sofas are in the living room?,"['12 and 3', '5 and 2', '10 and 4', '15 and 2']",How many chairs and sofas are in the living room? A) 12 and 3 B) 5 and 2 C) 10 and 4 D) 15 and 2. Answer:,C,Counting,
00087-YY8rqV6L6rf,1,How many cabinets are in the kitchen?,"['5', '7', '3', '4']",How many cabinets are in the kitchen? A) 5 B) 7 C) 3 D) 4. Answer:,B,Counting,
00378-DqJKU7YU7dA,1,How many lamps and chairs are in the living room?,"['4', '3', '5', '2']",How many lamps and chairs are in the living room? A) 4 B) 3 C) 5 D) 2. Answer:,C,Counting,
00256-92vYG1q49FY,1,How many mirrors and rugs are in the living room?,"['3', '2', '4', '5']",How many mirrors and rugs are in the living room? A) 3 B) 2 C) 4 D) 5. Answer:,A,Counting,
00479-p4ZPcGtk6Ex,1,How many chairs and sofas are in the living room?,"['9', '7', '5', '6']",How many chairs and sofas are in the living room? A) 9 B) 7 C) 5 D) 6. Answer:,A,Counting,
00254-YMNvYDhK8mB,1,How many cabinets are in the kitchen?,"['15', '18', '20', '17']",How many cabinets are in the kitchen? A) 15 B) 18 C) 20 D) 17. Answer:,D,Counting,
00178-yqNxxJnA3iL,1,How many chairs are in the living room and dining room?,"['30', '25', '28', '35']",How many chairs are in the living room and dining room? A) 30 B) 25 C) 28 D) 35. Answer:,B,Counting,
00035-3XYAD64HpDr,1,How many books are in the study?,"['1', '2', '3', '4']",How many books are in the study? A) 1 B) 2 C) 3 D) 4. Answer:,B,Counting,
00479-p4ZPcGtk6Ex,1,How many sofas are in the living room?,"['2', '4', '3', '5']",How many sofas are in the living room? A) 2 B) 4 C) 3 D) 5. Answer:,D,Counting,
00127-EN7GiDgxdQ2,1,How many sofas are in the living room?,"['3', '2', '5', '1']",How many sofas are in the living room? A) 3 B) 2 C) 5 D) 1. Answer:,A,Counting,
00020-XYyR54sxe6b,1,How many chairs and tables are in the dining area?,"['4', '5', '3', '6']",How many chairs and tables are in the dining area? A) 4 B) 5 C) 3 D) 6. Answer:,D,Counting,
00238-j6fHrce9pHR,1,How many doors are in the kitchen and the living room?,"['1', '2', '3', '4']",How many doors are in the kitchen and the living room? A) 1 B) 2 C) 3 D) 4. Answer:,C,Counting,
00260-ECStCRoCNWM,1,How many chairs are in the living room?,"['5', '7', '6', '4']",How many chairs are in the living room? A) 5 B) 7 C) 6 D) 4. Answer:,A,Counting,
00330-WhNyDTnd9g5,1,How many bins are in the kitchen?,"['4', '3', '5', '2']",How many bins are in the kitchen? A) 4 B) 3 C) 5 D) 2. Answer:,C,Counting,
00143-5Kw4nGdqYtS,1,How many pictures are in the living room?,"['10', '12', '14', '16']",How many pictures are in the living room? A) 10 B) 12 C) 14 D) 16. Answer:,B,Counting,
00414-77mMEyxhs44,1,How many books are in the study and the desk?,"['4', '5', '3', '6']",How many books are in the study and the desk? A) 4 B) 5 C) 3 D) 6. Answer:,A,Counting,
00176-wcJYziD5pmF,1,How many chairs are in the living room and dining room?,"['12', '8', '10', '14']",How many chairs are in the living room and dining room? A) 12 B) 8 C) 10 D) 14. Answer:,A,Counting,
00025-ixTj1aTMup2,2,How many showers are in the bathroom?,"['2', '3', '1', '4']",How many showers are in the bathroom? A) 2 B) 3 C) 1 D) 4. Answer:,A,Counting,
00408-RamZzGBBPbT,1,How many books and chairs are in the living room?,"['2', '3', '4', '5']",How many books and chairs are in the living room? A) 2 B) 3 C) 4 D) 5. Answer:,A,Counting,
00109-GTV2Y73Sn5t,1,How many chairs are in the living room?,"['5', '6', '4', '3']",How many chairs are in the living room? A) 5 B) 6 C) 4 D) 3. Answer:,B,Counting,
00205-NEVASPhcrxR,1,How many boxes and shelves are in the garage?,"['2', '3', '4', '5']",How many boxes and shelves are in the garage? A) 2 B) 3 C) 4 D) 5. Answer:,C,Counting,
00087-YY8rqV6L6rf,1,How many clutter are in the living room?,"['5', '7', '4', '6']",How many clutter are in the living room? A) 5 B) 7 C) 4 D) 6. Answer:,A,Counting,
00251-wsAYBFtQaL7,1,How many pillows are in the living room?,"['1', '2', '3', '0']",How many pillows are in the living room? A) 1 B) 2 C) 3 D) 0. Answer:,B,Counting,
00313-PE6kVEtrxtj,2,How many bins are in the kitchen and the garage?,"['5', '4', '6', '3']",How many bins are in the kitchen and the garage? A) 5 B) 4 C) 6 D) 3. Answer:,B,Counting,
00009-vLpv2VX547B,2,How many pictures are in the living room?,"['50', '42', '36', '39']",How many pictures are in the living room? A) 50 B) 42 C) 36 D) 39. Answer:,A,Counting,
00143-5Kw4nGdqYtS,2,How many doors are in the kitchen and the living room?,"['2', '1', '3', '4']",How many doors are in the kitchen and the living room? A) 2 B) 1 C) 3 D) 4. Answer:,A,Counting,
00009-vLpv2VX547B,1,How many toys are in the playroom?,"['2', '3', '5', '1']",How many toys are in the playroom? A) 2 B) 3 C) 5 D) 1. Answer:,B,Counting,
00349-p32JzpQyhPk,1,How many books are in the study and the study room?,"['10', '8', '15', '7']",How many books are in the study and the study room? A) 10 B) 8 C) 15 D) 7. Answer:,B,Counting,
00470-udze1CSof5C,1,How many tables are in the dining area?,"['8', '7', '6', '5']",How many tables are in the dining area? A) 8 B) 7 C) 6 D) 5. Answer:,A,Counting,
00081-5biL7VEkByM,1,How many pictures are in the living room?,"['25', '30', '20', '35']",How many pictures are in the living room? A) 25 B) 30 C) 20 D) 35. Answer:,D,Counting,
00020-XYyR54sxe6b,1,How many chairs and tables are in the dining area?,"['5', '4', '3', '6']",How many chairs and tables are in the dining area? A) 5 B) 4 C) 3 D) 6. Answer:,A,Counting,
00168-bHKTDQFJxTw,1,How many boxes are in the garage?,"['1', '2', '3', '4']",How many boxes are in the garage? A) 1 B) 2 C) 3 D) 4. Answer:,B,Counting,
00009-vLpv2VX547B,1,How many cups and sinks are in the kitchen?,"['2 cups and 2 sinks', '1 cup and 1 sink', '3 cups and 1 sink', '2 cups and 1 sink']",How many cups and sinks are in the kitchen? A) 2 cups and 2 sinks B) 1 cup and 1 sink C) 3 cups and 1 sink D) 2 cups and 1 sink. Answer:,D,Counting,
00055-HxmXPBbFCkH,1,How many bathtubs are in the bathroom?,"['1', '2', '3', '4']",How many bathtubs are in the bathroom? A) 1 B) 2 C) 3 D) 4. Answer:,A,Counting,
00397-ZNanfzgCdm3,1,How many pillows are in the living room and the bedroom?,"['4', '5', '3', '6']",How many pillows are in the living room and the bedroom? A) 4 B) 5 C) 3 D) 6. Answer:,A,Counting,
00372-GMwtBqNLGBs,1,How many tables are in the dining area?,"['5', '7', '4', '3']",How many tables are in the dining area? A) 5 B) 7 C) 4 D) 3. Answer:,A,Counting,
00164-XfUxBGTFQQb,1,How many pillows and bins are in the living room?,"['5', '4', '6', '3']",How many pillows and bins are in the living room? A) 5 B) 4 C) 6 D) 3. Answer:,C,Counting,
00304-X6Pct1msZv5,1,How many boxes are in the living room and the kitchen?,"['4', '5', '6', '7']",How many boxes are in the living room and the kitchen? A) 4 B) 5 C) 6 D) 7. Answer:,C,Counting,
00035-3XYAD64HpDr,2,How many pictures are in the living room?,"['3', '4', '6', '5']",How many pictures are in the living room? A) 3 B) 4 C) 6 D) 5. Answer:,D,Counting,
00508-4vwGX7U38Ux,1,How many books are in the study and the desk?,"['2', '3', '4', '5']",How many books are in the study and the desk? A) 2 B) 3 C) 4 D) 5. Answer:,C,Counting,
00313-PE6kVEtrxtj,2,How many bags are in the living room?,"['4', '2', '3', '5']",How many bags are in the living room? A) 4 B) 2 C) 3 D) 5. Answer:,A,Counting,
00013-sfbj7jspYWj,1,How many doors are in the living room?,"['10', '2', '5', '8']",How many doors are in the living room? A) 10 B) 2 C) 5 D) 8. Answer:,A,Counting,
00188-dQrLTxHvLXU,1,How many sinks are in the kitchen and bathroom?,"['2', '3', '1', '0']",How many sinks are in the kitchen and bathroom? A) 2 B) 3 C) 1 D) 0. Answer:,A,Counting,
00263-GGBvSFddQgs,1,How many bins are in the kitchen and the garage?,"['4', '3', '5', '2']",How many bins are in the kitchen and the garage? A) 4 B) 3 C) 5 D) 2. Answer:,A,Counting,
00202-yVbpFay8gTU,1,How many sofas and tables are in the living room?,"['4', '5', '6', '3']",How many sofas and tables are in the living room? A) 4 B) 5 C) 6 D) 3. Answer:,A,Counting,
00043-Jfyvj3xn2aJ,1,How many towels are in the bathroom?,"['5', '3', '4', '2']",How many towels are in the bathroom? A) 5 B) 3 C) 4 D) 2. Answer:,A,Counting,
00260-ECStCRoCNWM,1,How many chairs and tables are in the dining area?,"['5 and 4', '6 and 5', '4 and 3', '5 and 2']",How many chairs and tables are in the dining area? A) 5 and 4 B) 6 and 5 C) 4 and 3 D) 5 and 2. Answer:,A,Counting,
00043-Jfyvj3xn2aJ,1,How many books are in the study room and the desk?,"['15', '18', '20', '12']",How many books are in the study and the desk? A) 15 B) 18 C) 20 D) 12. Answer:,B,Counting,
00043-Jfyvj3xn2aJ,1,How many boxes are in the living room and the kitchen?,"['4', '3', '5', '2']",How many boxes are in the living room and the kitchen? A) 4 B) 3 C) 5 D) 2. Answer:,A,Counting,
00362-o94q92w5PK5,1,How many chairs are in the living room?,"['5', '8', '10', '12']",How many chairs are in the living room? A) 5 B) 8 C) 10 D) 12. Answer:,A,Counting,
00043-Jfyvj3xn2aJ,1,How many books are on the bookshelf in the study?,"['50', '30', '40', '25']",How many books are on the bookshelf in the study? A) 50 B) 30 C) 40 D) 25. Answer:,A,Counting,
00407-NPHxDe6VeCc,1,How many doors are in the living room and the kitchen?,"['1', '2', '3', '4']",How many doors are in the living room and the kitchen? A) 1 B) 2 C) 3 D) 4. Answer:,B,Counting,
00386-b3WpMbPFB6q,1,How many cabinets are in the kitchen and the living room?,"['3', '2', '1', '4']",How many cabinets are in the kitchen and the living room? A) 3 B) 2 C) 1 D) 4. Answer:,A,Counting,
00097-rPwrKEnR3fk,1,How many toilets are in the bathroom?,"['1', '2', '0', '3']",How many toilets are in the bathroom? A) 1 B) 2 C) 0 D) 3. Answer:,A,Counting,
00179-MVVzj944atG,2,How many pictures are in the living room and the bedroom?,"['4', '2', '5', '3']",How many pictures are in the living room and the bedroom? A) 4 B) 2 C) 5 D) 3. Answer:,A,Counting,
00378-DqJKU7YU7dA,1,How many shower walls are in the bathroom?,"['1', '2', '3', '0']",How many shower walls are in the bathroom? A) 1 B) 2 C) 3 D) 0. Answer:,A,Counting,
001621sM6KvYg3J5,1,How many rugs are in the living room?,"['6', '4', '5', '3']",How many rugs are in the living room? A) 6 B) 4 C) 5 D) 3. Answer:,A,Counting,
00302-JFgrz9MNz4b,1,How many chairs and tables are in the dining area?,"['11', '10', '8', '12']",How many chairs and tables are in the dining area? A) 11 B) 10 C) 8 D) 12. Answer:,B,Counting,
00023-zepmXAdrpjR,1,How many chairs and tables are in the dining area?,"['4 and 1', '3 and 2', '5 and 3', '2 and 4']",How many chairs and tables are in the dining area? A) 4 and 1 B) 3 and 2 C) 5 and 3 D) 2 and 4. Answer:,A,Counting,
00025-ixTj1aTMup2,1,How many drawer and picture objects are in the living room?,"['1', '2', '3', '4']",How many drawer and picture objects are in the living room? A) 1 B) 2 C) 3 D) 4. Answer:,A,Counting,
00009-vLpv2VX547B,1,How many cabinets and chairs are in the dining room?,"['10', '9', '6', '8']",How many cabinets and chairs are in the dining room? A) 10 B) 9 C) 6 D) 8. Answer:,D,Counting,
